reviewId,text,rating,date,replyContent,bank,type,has_reply,review_len,year_month,is_complaint,text_clean,clean_len,sentiment,bank_id,sentiment_id,split
c2949214-6bc6-4f66-bca5-3982ef5ee4a8,"tried to make a bank account and couldn't get past the 1st step. ""let's try that again"" it said so I did. I tried 5 times. I'll be getting a debit card elsewhere",1,2026-05-16 12:11:16,,Monzo,Challenger,0,161,2026-05,1,tried make past step let try said tried time getting debit elsewhere,68,Negative,3,0,train
013639fc-6e22-4ade-8002-830d3b6fbf60,Won't work to set up a new account. Going elsewhere,1,2026-05-16 08:04:04,,Monzo,Challenger,0,51,2026-05,1,work set new elsewhere,22,Negative,3,0,train
ce5169ef-45fe-47be-82bf-9cef5f0a056e,not 🚫🚫🚫🚫🚫 account downloading,1,2026-05-15 20:40:25,,Monzo,Challenger,0,29,2026-05,1,downloading,11,Negative,3,0,train
694cf35f-181b-4049-af5d-6916dbe62f21,they didn't let me have a monzo account,1,2026-05-15 16:52:34,,Monzo,Challenger,0,39,2026-05,1,let,3,Negative,3,0,train
36f739d5-ff3f-4d1c-825c-ae3a43ee3b57,"Opened accounts for my children to use for ad-hoc savings without realising that you have to create savings 'pots' to actually earn any interest, so the money was sat in the account only earning Monzo money for a month instead. The app itself is messy and unintuitive, aimed more at upselling than anything else.",1,2026-05-15 09:01:14,,Monzo,Challenger,0,312,2026-05,1,opened account child hoc saving without realising create saving pot actually earn interest sat earning instead messy unintuitive aimed upselling anything else,158,Negative,3,0,test
ed3e9be8-c63e-422f-817e-00d4693d7465,forced updates,1,2026-05-13 16:37:18,,Monzo,Challenger,0,14,2026-05,1,forced update,13,Negative,3,0,train
4132f92c-cf26-4cbf-9d2d-ac5a63dac1d3,I could not even use the app as verification failed. they do not want to delete provided biometric data from their system even when the contract was not established. in the end I got an account with Wise. it was faster and easier. i don't think I will try Monzo ever again.,1,2026-05-12 11:43:35,,Monzo,Challenger,0,273,2026-05,1,verification failed want delete provided biometric data system contract established end wise faster easier think try ever,121,Negative,3,0,train
8099debe-877c-4b06-b844-ca0015e92a0c,Constantly required to bloody log back in (again&again),1,2026-05-12 02:56:43,,Monzo,Challenger,0,55,2026-05,1,constantly required bloody log back,35,Negative,3,0,train
1909d42f-df8a-4297-b719-b61eefc6ea3f,"Not for all countries, what a waste of time 😡 should have asked before requiring email registration and confirmation! 😡",1,2026-05-11 08:45:27,,Monzo,Challenger,0,119,2026-05,1,country waste asked requiring email registration confirmation,61,Negative,3,0,train
5228dcdb-0772-4dbd-a201-beaab27fc45a,"useless. closed my account for no reason, caused me a load of grief after being a customer for over 8 years.",1,2026-05-11 06:46:22,,Monzo,Challenger,0,108,2026-05,1,useless closed reason caused load grief customer year,53,Negative,3,0,train
def90113-f5a7-4336-b845-eb744f18c677,Help! I Can't access my money unless I update - my phone has no space to update. I need control of my account!,1,2026-05-10 15:16:00,,Monzo,Challenger,0,110,2026-05,1,help access unless update space update need control,51,Negative,3,0,train
36e91f6f-658a-4286-84d3-4cca69b8e184,Repeatedly asked to confirm my account details but not easy or obvious how to do this - took several attempts to finally find/navigate how to do it. MAKE IT CLEARER & EASIER TO COMPLY WITH YOUR REQUESTS.,1,2026-05-10 11:10:06,,Monzo,Challenger,0,203,2026-05,1,repeatedly asked confirm detail easy obvious took several attempt finally find navigate make clearer easier comply request,122,Negative,3,0,train
88a8533d-e679-4b46-b197-daf4fea7090f,"The promised 24/7 support is useless. They reply quite fast, true. But this doesn't make any difference as all they say is ""we will get back to you"". They never come back in weeks, it is just a polite way to send a person away.",1,2026-05-10 10:14:32,,Monzo,Challenger,0,227,2026-05,1,promised support useless reply quite fast true make difference say back never come back week polite way send person away,120,Negative,3,0,train
d7130849-6390-4c47-8573-0d73ca23d8cb,very poor experience.,1,2026-05-08 02:10:03,,Monzo,Challenger,0,21,2026-05,1,poor experience,15,Negative,3,0,train
4c1ac414-9710-44a8-891a-1bd67a76506f,Terrible,1,2026-05-07 15:32:40,,Monzo,Challenger,0,8,2026-05,1,terrible,8,Negative,3,0,train
980e868a-7cef-47ef-8c46-c3f58bb8e976,I am not able to access account because of update,1,2026-05-07 08:01:31,,Monzo,Challenger,0,49,2026-05,1,able access update,18,Negative,3,0,train
12c7a5f1-be8f-4421-91ac-26ae96a2db82,Can't get past the video & audio authentication despite reinstalling several times. So I downloaded 'Revolut'. That was all ready within 5 mins.,1,2026-05-06 14:13:38,,Monzo,Challenger,0,144,2026-05,1,past video audio authentication despite reinstalling several time downloaded revolut ready within min,101,Negative,3,0,train
4b3a72a6-0d39-4d1c-8a2d-90b46ca4c06d,terrible bank very slow been blocked for no reason left me with no access to money for food and drink avoid its not a proper bank,1,2026-05-03 19:32:19,,Monzo,Challenger,0,129,2026-05,1,terrible slow blocked reason left access food drink avoid proper,64,Negative,3,0,train
a58ad069-ec64-43b9-9911-7a3b92fcfda0,"If that not be in a country then, Google Play Store of that country need to make that level and don't let install in that country that apk as usually. But in this case it's not available but Play Store give way to install also no level but in apk, ""Monzo isn't available in your country just yet"" So very very bad.",1,2026-05-03 13:27:04,,Monzo,Challenger,0,314,2026-05,1,country google play store country need make level let install country apk usually case available play store give way install level apk available country yet bad,160,Negative,3,0,train
bca2c612-e476-415b-8aca-8328f9227b51,I am 14 I put alot of money in the pot but I can't remove it. fix the problem immediately please.,1,2026-05-03 08:58:12,,Monzo,Challenger,0,97,2026-05,1,put alot pot remove fix problem immediately please,50,Negative,3,0,train
a151647e-406d-4572-bb9f-8275fb99baa1,"After 8 years of being with them they freeze our accounts over the bank holiday weekend and then email us to say they are closing them down and do not have to give a reason. They have managed to destroy a new business and now make us miss direct debits due, no help or empathy at all and basically ""tough this is our decision"" FCA and banking Ombudsman will now be involved as we are still waiting to get out money 4 days into this. BEWARE OF THIS BANK AND READ UP ON THEM ITS HAPPENING ALOT LATELY",1,2026-05-03 07:26:04,,Monzo,Challenger,0,498,2026-05,1,year freeze account holiday weekend email say closing give reason managed destroy new business make miss direct debit due help empathy basically tough decision fca ombudsman involved waiting day beware read happening alot lately,228,Negative,3,0,train
40d8f6fa-fd6a-4e32-a160-d362e0eb48f4,"Heads up to everyone. I'm giving a 1 star because they have not seemed to update anything. Monzo is soon not to be available to anyone in the USA. we got notice that they will be closing US accounts by May 15, meaning you will not be able to use your account. This is really frustrating because they were awesome! The app was real easy to use and it made financial decisions easy to do with the buckets So very very Sad!!!",1,2026-05-02 03:33:00,,Monzo,Challenger,0,422,2026-05,1,head everyone giving star seemed update anything soon available anyone usa notice closing account may meaning able frustrating awesome real easy made financial decision easy bucket sad,184,Negative,3,0,train
ea298b48-af98-45b9-aba5-c91cb65afcba,"Trash. Their verification process is horrible, they keep asking for more and more photos of you holding your ID and asking for ""clearer"" photos. Ridiculous bank.",1,2026-05-01 18:23:18,,Monzo,Challenger,0,161,2026-05,1,trash verification process horrible keep asking photo holding asking clearer photo ridiculous,93,Negative,3,0,test
16ee8d7e-53f6-41ac-b961-aff933a889e1,"Basic bank. Card a week overdue, the postage updated after I raised the query with support. Suddenly it went from being a week overdue to being 'on track' to arrive within the coming week. Being poorly organised is bad enough but moving the post is an insult to the customers intelligence. You can bet in an emergency situation you're going to be stuck. There's a lot of room to grow.",2,2026-05-01 12:30:32,,Monzo,Challenger,0,384,2026-05,1,basic overdue postage updated raised query support suddenly went overdue track arrive within coming poorly organised bad enough moving post insult customer intelligence bet emergency situation stuck lot room grow,212,Negative,3,0,train
90c28470-bb48-47f6-a1a2-6deb77885fed,I open my account nearly 10 ago still my bank card not come how to activate account All details was given,1,2026-04-30 07:56:19,,Monzo,Challenger,0,105,2026-04,1,open nearly ago come activate detail given,42,Negative,3,0,train
c0f7217c-996e-4455-adf0-99400ea0cbb9,"I've tried over 18 times to download this app ,and its not working ,now cannot access my business bank accout ,,terrible !!",1,2026-04-30 06:58:12,,Monzo,Challenger,0,123,2026-04,1,tried time download working access business accout terrible,59,Negative,3,0,train
51eac958-065a-492a-9a0e-c6f3b8fb9b4a,Unnecessary... Useless...,1,2026-04-29 10:32:48,,Monzo,Challenger,0,25,2026-04,1,unnecessary useless,19,Negative,3,0,train
39a9d4f5-b07c-44cd-97b0-3d610835d8e9,Please don't be like other banking apps and say we're just fixing stuff. I thought you were better than Revolut. Let us know what has changed please.,1,2026-04-29 00:53:46,,Monzo,Challenger,0,149,2026-04,1,please apps say fixing stuff thought better revolut let know changed please,75,Negative,3,0,train
1aab0d9a-4c39-4bba-914b-eba38a8c03ab,"Not a pleasant experience. I had to quit. I’ve spent countless hours trying to complete the verification process, yet they keep raising the same issue. It’s clearly a problem, as I’ve had to record the verification over and over again. I’ve never encountered this kind of difficulty with any of their competitors.",1,2026-04-28 00:41:31,,Monzo,Challenger,0,313,2026-04,1,pleasant experience quit spent countless hour trying complete verification process yet keep raising issue clearly problem record verification never encountered kind difficulty competitor,186,Negative,3,0,train
47301e6c-2410-4153-a228-7b48fcd12996,"oh wow I wish I'd have read the reviews before opening n using my account. I closed my account a few weeks ago. the statement sent to my email said it can't be opened n so I got in contact with them to be resent to me. turns out I have to request it via email. been waiting 3 days now n still not heard back from them. customer service is pointless. seems to be only one person on desk as so far everytime I call, it's the same woman who picks up. ridiculous.",1,2026-04-27 12:16:13,,Monzo,Challenger,0,459,2026-04,1,wow wish read review opening closed week ago statement sent email said opened contact resent turn request via email waiting day heard back customer service pointless seems person desk far everytime call woman pick ridiculous,224,Negative,3,0,train
2fd8c5dc-4cf7-4918-915d-d150cdf3f598,they try to tell you what you can and cant do with your money. rubbish bank avoid.,1,2026-04-24 12:48:32,,Monzo,Challenger,0,82,2026-04,1,try tell cant rubbish avoid,27,Negative,3,0,train
fb261ced-6d7e-4a90-8c9c-34949fe442c2,I made 7 verification videos more 3 secons and still didn't let me continue.......,1,2026-04-23 16:02:55,,Monzo,Challenger,0,82,2026-04,1,made verification video secons let continue,43,Negative,3,0,train
1e3006d9-2f6a-4bca-8f3d-c91a1bf22468,claims a check for eligibility doesnt not effect credit score...it does! NOT happy!!,1,2026-04-22 20:57:11,,Monzo,Challenger,0,84,2026-04,1,claim check eligibility doesnt effect credit score happy,56,Negative,3,0,train
74dae284-016f-4195-8ec9-25319a351aad,"not making my account, for no reason. despite emailing them... they refused.. while successfully opened acc at other more reputed traditional and digital banks .",1,2026-04-21 22:31:19,,Monzo,Challenger,0,161,2026-04,1,making reason despite emailing refused successfully opened acc reputed traditional digital bank,95,Negative,3,0,train
f4143932-a054-4b37-bcb6-7a98f4ff47c6,"awful app, I tried to open a bank account, sent my passport page and they returned saying that was a fraud! totally waste of time, after that I opened a bank account on Bunk app very easy and quickly with same Passport (that's curious no?) now i know why this app is very lot rated",1,2026-04-21 15:38:39,,Monzo,Challenger,0,281,2026-04,1,awful tried open sent passport page returned saying fraud totally waste opened bunk easy quickly passport curious know lot rated,128,Negative,3,0,train
e48f73c4-9242-43b4-957a-d6b4fcf20804,Too many updates,1,2026-04-21 10:20:48,,Monzo,Challenger,0,16,2026-04,1,many update,11,Negative,3,0,train
287f390e-43fb-4074-960e-70f87605212e,THIEVES! refused to give me access to my account without a selfie video then closed my account and investment account without returning funds for either after I became irate at the LACK OF customer service. You don't try to hold my funds to ransom demanding personal information and get away with it. I'm reporting them to the FCA,1,2026-04-21 07:14:58,,Monzo,Challenger,0,330,2026-04,1,thief refused give access without selfie video closed investment without returning fund either became irate lack customer service try hold fund ransom demanding personal information away reporting fca,200,Negative,3,0,train
fd0f2560-81c6-4022-b1fd-dfcefd1cfc3a,"terrible for international money transfers, especially for urgent conditions... imagine someone you care need money due to and unexpected health care sitation and they block your transfer for random basic without any evindence and proper proof.. yes it is Monzo!",1,2026-04-20 10:21:38,,Monzo,Challenger,0,262,2026-04,1,terrible international transfer especially urgent condition imagine someone care need due unexpected health care sitation block transfer random basic without evindence proper proof yes,184,Negative,3,0,train
bf62e0be-1fda-4720-aecb-cd4a9d92cd66,Dont even open an account for a british citizen they keep declining my application first time applying will never recommend revolut opened in seconds you know who's side there taking and there excuse is we have to do checks but if it was different nationality it would be different.,1,2026-04-19 16:03:58,,Monzo,Challenger,0,282,2026-04,1,dont open british citizen keep declining application first applying never recommend revolut opened second know side taking excuse check different nationality different,167,Negative,3,0,train
16e15a1d-e8a1-4345-8a0e-4e5aee5b6ec8,not allowing me to change location and wont registar my home address,1,2026-04-18 00:25:45,,Monzo,Challenger,0,68,2026-04,1,allowing change location wont registar home address,51,Negative,3,0,train
dd302fae-a2e1-40ac-a534-2d9ed133ba47,"pots are a good feature, aer is better than Barclays at least. problem is that one of my pots (with £100) has disappeared and even deleting and reinstalling the app didn't bring it back, I was hoping it was just a display issue but I have found no way to access this money.",2,2026-04-17 13:37:49,,Monzo,Challenger,0,273,2026-04,1,pot feature aer better least problem pot disappeared deleting reinstalling bring back hoping display issue found way access,123,Negative,3,0,train
bd6806b8-7a42-4357-9338-4759eee9dc25,"worst bank ive used to date to be honest I created a pot for my rent and they expect me to put the whole monthly amount for the month yet I pay my rent weekly came up with a notification thats not enough money for the rent pot yet I have a standing order set up weekly for the rent so why give me the alert, have had issues with canceled direct debits that have been cancelled way before payment is due and merchant spoke to yet they still try get the paymen out.",2,2026-04-14 16:32:46,,Monzo,Challenger,0,463,2026-04,1,worst ive date honest created pot rent expect put whole monthly amount yet pay rent weekly came notification thats enough rent pot yet standing order set weekly rent give alert issue canceled direct debit cancelled way payment due merchant spoke yet try paymen,260,Negative,3,0,train
bb79ab9a-92bc-42df-b94b-55d11e87fcf9,Rubbish App. Only works with particular versions of Android,1,2026-04-13 15:25:23,,Monzo,Challenger,0,59,2026-04,1,rubbish work particular version android,39,Negative,3,0,test
4100048f-8d9a-42dc-90f2-66a915ec60e1,worst customer support. closed my account randomly without any explanation 🤬,1,2026-04-13 12:49:58,,Monzo,Challenger,0,76,2026-04,1,worst customer support closed randomly without explanation,58,Negative,3,0,test
2106c5c5-2bd8-449f-a9bb-0fd37fd42e74,Why this app can't be logged in 2 different devices at the same time? All other banks allow then why not Monzo.,1,2026-04-13 12:26:06,,Monzo,Challenger,0,111,2026-04,1,logged different device bank allow,34,Negative,3,0,train
4dfec7e5-21a3-4f0c-adf5-1d80d3b93927,Good banking app. however you can't screenshot any of your transactions,2,2026-04-11 18:50:06,,Monzo,Challenger,0,71,2026-04,1,however screenshot transaction,30,Negative,3,0,train
256b4c6a-e9ee-4c35-b033-b8198d32523d,Im annoyed at how hard it is to start a dispute with a transaction also giving limited optuons on whats happened so you end up selecting the wrong thing also you can not block merchants like revolute this would simplify a lot of things make the changes please,2,2026-04-11 16:27:18,,Monzo,Challenger,0,259,2026-04,1,annoyed hard start dispute transaction giving limited optuons whats happened end selecting wrong thing block merchant revolute simplify lot thing make change please,164,Negative,3,0,train
c66ada33-7b35-446d-b8e1-14ca1045f7df,closed my other Half's account with no warning just like they have done with many others AVOID,1,2026-04-09 23:07:37,,Monzo,Challenger,0,94,2026-04,1,closed half warning done many others avoid,42,Negative,3,0,train
eff482f2-7883-48a6-b307-40b2dc3716b0,This bank will distroy your financial record and report trust my own experience.,1,2026-04-09 16:00:30,,Monzo,Challenger,0,80,2026-04,1,distroy financial record report trust experience,48,Negative,3,0,train
2a6ac649-4be8-477c-8363-99943b39c12b,"I wish i could give half star my account was closed out of the blue and the refused to give me a reason ""Please bear in mind that our customer service team will help any way they can, but won’t be able to give you any more information about our decision to close your account"" they it was so annoying cos my gym subscription and Spotify were all in the account",1,2026-04-09 10:54:28,,Monzo,Challenger,0,360,2026-04,1,wish give half star closed blue refused give reason please bear mind customer service team help way able give information decision close annoying co gym subscription spotify,173,Negative,3,0,train
4bdaea1d-61e3-437e-83ec-d68e28f64258,"made a claim after having my phone stolen abroad, told them everything that happened. because Ive got biometrics to make payments apparently me or an authorised person made the payment so it was rejected and I lost a lot of money. used to like it and only been with them for 3 months but going through the claims process is bad as you can't make another claim on the transaction that was fraud. will update after the appeal on the decision to reject my claim",2,2026-04-07 20:46:14,,Monzo,Challenger,0,458,2026-04,1,made claim stolen abroad told everything happened ive biometrics make payment apparently authorised person made payment rejected lost lot month claim process bad make another claim transaction fraud update appeal decision reject claim,234,Negative,3,0,train
90af264c-8b21-4049-9dbe-b81c5e003a6d,there charge you to put money in your account plus they only give you 250 pound credit card limit even if you take home 48.000 arfter tax,1,2026-04-07 05:35:13,,Monzo,Challenger,0,137,2026-04,1,charge put plus give pound credit limit take home arfter tax,60,Negative,3,0,train
49df5c2f-7837-43a1-99d9-645db36dbf4f,"This should be minus. Monzo legitimately has the single worst and rudest customer service team in the world. none of them can read, none of them can take in simple information. at all. online banks shouldnt be allowed to get away with this behaviour. i will be closing my account/s (i have a business account too) shortly. do not trust your money with Monzo.",1,2026-04-06 18:19:22,,Monzo,Challenger,0,358,2026-04,1,minus legitimately single worst rudest customer service team world none read none take simple information online bank shouldnt allowed away behaviour closing business shortly trust,180,Negative,3,0,test
ad202838-b3f7-4d03-b6fd-eef7c3560446,I tried to put my tax residency number then it told me am not allowed to open monzo account cause of fraud,2,2026-04-06 14:16:17,,Monzo,Challenger,0,106,2026-04,1,tried put tax residency number told allowed open cause fraud,60,Negative,3,0,train
115de5c2-dad2-401d-a515-ca8b38fbc479,very rubbish,1,2026-04-05 15:15:12,,Monzo,Challenger,0,12,2026-04,1,rubbish,7,Negative,3,0,test
c2343fff-4f9e-4ef0-bb80-dd6b2014a97f,Disappointing,1,2026-04-04 23:26:21,,Monzo,Challenger,0,13,2026-04,1,disappointing,13,Negative,3,0,train
b729bd7a-c935-441e-8e5b-47f42e5cf727,"So rude and unhelpful when it happens to resolve a query. I wish I could post a picture of their chat, where they completely refused to help for a transaction that didn't appear in my account while it's debited from the source!!! filthy 🤢",1,2026-04-04 08:05:48,,Monzo,Challenger,0,238,2026-04,1,rude unhelpful happens resolve query wish post picture chat completely refused help transaction appear debited source filthy,124,Negative,3,0,train
1f8ca5cf-7506-494a-8c18-7a1224e93402,"Monzo advertises itself as this ultimate bank app with loan facilities yet don't grant a loan for someone who gets over 1/4 of the loan amount as monthly salary, has no expenditures, nor any kind of debts. I guess they only grant loans to those who have no money at all. Fishy, fishy, fishy...",1,2026-04-03 08:57:06,,Monzo,Challenger,0,293,2026-04,1,advertises ultimate loan facility yet grant loan someone get loan amount monthly salary expenditure kind debt guess grant loan fishy fishy fishy,144,Negative,3,0,train
31daa3f1-53f0-4ec5-b540-ebb542810b8c,it wont let me buy anything,1,2026-04-02 20:38:38,,Monzo,Challenger,0,27,2026-04,1,wont let buy anything,21,Negative,3,0,train
852d5000-ffad-42b6-9a19-32b16f381f00,"I used my card one day like any other, woke up the next day with an email from monzo saying they're closing my account and can't tell me why. It was really disappointing especially because I was given no notice and monzo was my only bank (lesson learnt) so it's like my money was locked until I created another bank account for monzo to send my money to. I can't think of any reason why my account would be blocked and yet there's no option to appeal or ever apply for a monzo account in future.",1,2026-04-02 19:20:08,,Monzo,Challenger,0,495,2026-04,1,woke next email saying closing tell disappointing especially given notice lesson learnt locked created another send think reason blocked yet option appeal ever apply future,172,Negative,3,0,train
043ca07c-8918-48a1-8f4e-9a390fb4bc25,absolute joke,1,2026-04-02 17:31:38,,Monzo,Challenger,0,13,2026-04,1,absolute joke,13,Negative,3,0,train
788da081-72a9-4770-a770-02550f190600,"You're leaving the US market completely?! You were my second favorite online bank after my first one, Simple, shut down. It's unfortunate that you're giving up on us! But, you've gotta do what's best for the company. Maybe you'll revisit the idea when the global market stabilizes again. Thanks for the few good years you gave us!",1,2026-04-02 08:42:02,,Monzo,Challenger,0,330,2026-04,1,leaving market completely second favorite online first simple shut unfortunate giving best company maybe revisit idea global market stabilizes thanks year gave,159,Negative,3,0,train
19d2ab7d-d6ff-4dd4-864b-dd77cc01c9d0,worst bank. stay away from them. me and my friend had a dispute for £1k and resolved it within ourself. becaise he raised the concern with monzo they put CiFas marker on my name and closed all my bank account. short:- if you have monzo anyone can make a baseless complain and make them put a CiFas marker on you and make all your bank account close.,1,2026-04-01 17:15:58,,Monzo,Challenger,0,349,2026-04,1,worst stay away friend dispute resolved within ourself becaise raised concern put cifas marker name closed short anyone make baseless complain make put cifas marker make close,175,Negative,3,0,train
21243c5f-7094-4121-81eb-62e7f3ee7651,doesnt send SMS,1,2026-04-01 01:32:47,,Monzo,Challenger,0,15,2026-04,1,doesnt send sm,14,Negative,3,0,train
485b6a64-a321-44dc-aff7-79392c05d40d,trodl glitches card never arrived I tried again and again,1,2026-03-31 21:22:34,,Monzo,Challenger,0,57,2026-03,1,trodl glitch never arrived tried,32,Negative,3,0,train
ded28068-5c86-417b-b5c1-38bd36b74a47,rubbish company close accounts for no reason and cause major issues for people would give 0 stars if I could,1,2026-03-31 19:09:40,,Monzo,Challenger,0,108,2026-03,1,rubbish company close account reason cause major issue people give star,71,Negative,3,0,test
696287c0-7372-4770-a05b-85e24c6dc65a,account been frozen for 2 weeks after being told it was all unlocked,1,2026-03-31 13:38:20,,Monzo,Challenger,0,68,2026-03,1,frozen week told unlocked,25,Negative,3,0,train
f395280f-3d44-462d-9b4f-6449d8608211,The app works as expected if not a little basic. But selling your data to third party advertisers (if enabled) is absolutely not acceptable for a bank.,2,2026-03-31 07:41:29,,Monzo,Challenger,0,151,2026-03,1,work expected little basic selling data third party advertiser enabled absolutely acceptable,92,Negative,3,0,train
fca3baef-5999-479f-8dc5-0356486a09f8,make your app use two phone samsung phones in same time then do different things we need that,1,2026-03-30 17:20:15,,Monzo,Challenger,0,93,2026-03,1,make two samsung phone different thing need,43,Negative,3,0,train
3dc62f6d-f374-4fbe-8b79-2bd501d4de38,on search they have to mention open business accounts non resident but when the create account and verification process install the app then show not available countries.,1,2026-03-30 08:47:43,,Monzo,Challenger,0,170,2026-03,1,search mention open business account non resident create verification process install show available country,108,Negative,3,0,train
4f5d667f-f983-401c-91fc-d4b5757ed25a,"love the app, both for personal and business. but having 4 different screens with antipatterns to cancel the ""extra"" subscription is predatory. you can do better",1,2026-03-29 19:40:20,,Monzo,Challenger,0,161,2026-03,1,love personal business different screen antipatterns cancel extra subscription predatory better,95,Negative,3,0,train
86353956-17c7-4c8e-aa8e-e46b0f224cec,"Some of the features on the paid plans should be free. Disappointing coming from Revolut where security related features like Virtual/Disposable cards weren't a paid-for feature. even Monzo's ""pots"" doesn't let you tie regular card payments, without paying to upgrade. Will stick with this for a year, then look at other challenger banks.",2,2026-03-29 16:09:07,,Monzo,Challenger,0,338,2026-03,1,feature paid plan free disappointing coming revolut security related feature virtual disposable card paid feature pot let tie regular payment without paying upgrade stick look challenger bank,191,Negative,3,0,train
e2e6500f-92ba-4a86-991e-5cf6823931c8,Their customer support sucks. They won't help you. I'm having random transactions on account and when asked for help. they couldn't help. it kept getting deducted from my account. At last I had to close my bank. revolut or HSBC has the best customer service.,1,2026-03-28 18:07:11,,Monzo,Challenger,0,258,2026-03,1,customer support suck help random transaction asked help help kept getting deducted last close revolut best customer service,124,Negative,3,0,train
b70fa0d1-89a4-4ba3-980c-67aa2c3294fa,It doesn't update new personal details and won't let you log on online,1,2026-03-25 14:39:54,,Monzo,Challenger,0,70,2026-03,1,update new personal detail let log online,41,Negative,3,0,train
59bff1b3-7b73-4323-bd72-0acd772e1259,was a good bank before they to got to busy offering double payments and Investing to super rich,1,2026-03-25 11:32:57,,Monzo,Challenger,0,95,2026-03,1,busy offering double payment investing super rich,49,Negative,3,0,train
914447e2-49bc-42b7-b3c9-87332c75f1f2,"Would have been 5 star if not for their disjoint and frustrating support process. Works for simple issues, but anything past that gets you everchanging people that ask uninformed questions and don't catch up on the context; your questions get ignored in favour of repeated and often automated requests and they ultimately mishandled my claim losing me money. Nice bank only if you don't have to get anything difficult resolved with them, so I no longer recommend.",2,2026-03-24 21:23:58,,Monzo,Challenger,0,463,2026-03,1,star disjoint frustrating support process work simple issue anything past get everchanging people ask uninformed question catch context question ignored favour repeated often automated request ultimately mishandled claim losing nice anything difficult resolved longer recommend,277,Negative,3,0,train
