reviewId,bank,text,rating,sentiment,vader_label,bert_label,xgb_pred,roberta_pred
2da7bfcf-8cbd-4b97-9f0f-332f2c0dc5b9,Monzo,no problems here and I get paid earlier,5,Positive,Negative,Positive,Positive,Positive
d3dc977c-3d3a-4538-8e2d-c77b7e73112d,Monzo,I love monzo believe me,5,Positive,Positive,Positive,Positive,Positive
77256eea-4ee6-4301-a487-b1a8a60e3fd4,Monzo,Fantastic I have know complaints,5,Positive,Positive,Positive,Positive,Positive
74023306-7acc-4b51-9061-b0bdc0c4f85f,Monzo,Excellent,5,Positive,Positive,Positive,Positive,Positive
f6e80652-e0a8-44fb-a3e7-d6e61ba06d95,Monzo,Best bank,5,Positive,Positive,Positive,Positive,Positive
ded28068-5c86-417b-b5c1-38bd36b74a47,Monzo,rubbish company close accounts for no reason and cause major issues for people would give 0 stars if I could,1,Negative,Negative,Negative,Negative,Negative
10fd0d71-8dc7-4814-8b94-7cca57eb6b62,Monzo,its got everything you need,4,Positive,Neutral,Positive,Positive,Positive
d04e8dda-6f66-4573-aefe-c1c504244bd6,Monzo,"used for years, great",5,Positive,Positive,Positive,Positive,Positive
6ea157b8-4d69-4b6f-a427-24cacd458f64,Monzo,it's amazing to use,5,Positive,Positive,Positive,Positive,Positive
d6326d45-9c7c-4c05-8510-90b99c67ea14,Monzo,"rubbish, wouldnt even let me make an account even though I was clear in the video and I have a driving licence",1,Negative,Positive,Negative,Negative,Negative
522547d1-21af-40c1-bef5-d6d18edd738a,Monzo,Quick & efficient banking.,5,Positive,Positive,Positive,Positive,Positive
e7db4965-7d99-45fe-bf18-633e61ffc13c,Monzo,Just now opening up the new account with Monzo Bank,2,Negative,Neutral,Neutral,Negative,Positive
b1e1880d-75bf-42d9-921b-85a0e5cae9fa,Monzo,Amazing bank,5,Positive,Positive,Positive,Positive,Positive
54e6cc53-c318-49bd-9a48-d44f24edc763,Monzo,Excellent.,5,Positive,Positive,Positive,Positive,Positive
337f1b4f-bb0f-49e3-86df-ac6e684a4cad,Monzo,absolutely best bank,5,Positive,Positive,Positive,Positive,Positive
e8b99c3e-b0e3-4a25-a898-9b0a8e3c6b60,Monzo,great service 👏,5,Positive,Positive,Positive,Positive,Positive
2c92e243-537d-4502-b8f3-378893b082af,Monzo,Monzo started out really good. They are now poor in relation to customer service. Impossible to get someone to talk to to resolve issues just circular help systems that don't solve problems. I would avoid them now.,1,Negative,Positive,Negative,Negative,Negative
b1fb7a01-78ce-4e2a-a98c-448f75787003,Monzo,Monzo is great for dipping toes in Investment and everyday banking.,5,Positive,Positive,Positive,Positive,Positive
de52951a-f165-49da-8db0-f111cfdb99e3,Monzo,"it's the best ,",5,Positive,Positive,Positive,Positive,Positive
e9794c26-916b-4970-94eb-67f1c0ad643a,Monzo,I like the features of this app,5,Positive,Positive,Positive,Positive,Positive
2f313014-1ba0-4dba-89dd-8cba49357ba3,Monzo,Excellent bank..nice and easy to use. informative and great customer service. No complaints!! Also with perks I get a free Greggs treat each week.,5,Positive,Positive,Positive,Positive,Positive
6d9c9405-be2f-43a1-a108-61dc7bda02e0,Monzo,best 👌 👍 😍,5,Positive,Positive,Positive,Positive,Positive
bf632022-b3dc-40f9-aba6-9d7c2bceda37,Monzo,frozen card over £10 Greggs. so I cancelled my perks membership just to get 3.25% on my ISA! I also moved my ISA to moneybox where I'll get 4.52%. without a payment. Shop around people 😉,1,Negative,Negative,Neutral,Negative,Negative
fe716809-7ca2-4668-97b1-2be9ae9702dc,Monzo,"complete scam, wired 2000 pounds in, they blocked my account and refuse to return the money",1,Negative,Negative,Negative,Negative,Negative
1ed88184-5548-4ee9-918c-c0ed38285fad,Monzo,anyone having an issue with categories not loading?? very annoying.,2,Negative,Positive,Negative,Negative,Positive
d237b7a0-2367-4989-9727-dd669976bdb8,Monzo,"This has to be the best banking app, intuitive and useful! Also looks great",5,Positive,Positive,Positive,Positive,Positive
0da9a87a-8557-4d6b-98ae-30a94bda5b9d,Monzo,Biometric for Digital ID. Don't be fooled they say its to keep you safe but they want your voice and face to use it against you if they need to in the future. To make false videos. Etc,1,Negative,Positive,Negative,Negative,Negative
cfa10e82-3b5b-4619-9229-ec2de54ee77a,Monzo,was recommended for joint savings. tried to add money after setting it up and got a generic error message. what a waste of time!!,1,Negative,Negative,Negative,Negative,Negative
84d609e3-fa3f-46c6-a48d-a6b4d09b6b0c,Monzo,excellent condition,5,Positive,Positive,Positive,Positive,Positive
6ca3c4db-6b16-4cf8-8cff-29b30a4f6df2,Monzo,does not let me create account 😤,1,Negative,Negative,Negative,Negative,Negative
46a035c7-7cfa-475c-afc5-6870fb0f82c0,Monzo,wow,5,Positive,Positive,Positive,Positive,Positive
2c75bc5b-da2c-4723-9106-78ce9e04a387,Monzo,good stuff,4,Positive,Positive,Positive,Positive,Positive
c0b028eb-6851-40f7-b953-b51d78d5f8a0,Monzo,it's been an amazing app. I love it.,5,Positive,Positive,Positive,Positive,Positive
04c2237e-6a5a-4246-b57c-00e612e28c91,Monzo,very nice,5,Positive,Positive,Positive,Positive,Positive
aa27ae97-f68d-4888-9a46-e32fd399fa33,Monzo,"I have been using Monzo since 2023, and it has been fantastic. It is very easy to set up and is a great service to gain immediate access to a card and bank account to store money.",5,Positive,Positive,Positive,Positive,Positive
ee758887-1347-4562-a44b-8310695068f5,Monzo,long time monzo user with mostly good experience. the decision to introduce a crypto allowance is very disappointing and is not a good look for a tech first bank,1,Negative,Positive,Negative,Positive,Neutral
65abdf6d-61aa-4463-a69f-247125074f20,Monzo,brilliant,5,Positive,Positive,Positive,Positive,Positive
75576781-71f5-438e-8ddc-740278a2146f,Monzo,"Can't sign up, error message says 'somethings gone wrong' Tried a few months ago but same issue 🙄",1,Negative,Negative,Negative,Negative,Negative
55abb654-2b9d-4e01-af67-0125fe2add8b,Monzo,"Monzo is hands down the cleanest and most user-friendly mobile banking app I’ve used. Transactions appear instantly, and I love how the activity tab shows right away when your card gets linked to something. The real-time notifications make everything feel secure and transparent. It also connects smoothly with debit cards other apps wouldn’t accept. Transfers are fast, simple, and I’ve been able to avoid unnecessary fees. Monzo is officially my main spending hub now.",5,Positive,Positive,Positive,Positive,Positive
f01bc21c-1f06-48dd-98c9-8e4d456ab19b,Monzo,incredibly easy to set up,5,Positive,Positive,Positive,Positive,Positive
7d465972-f260-449a-bf29-5535f06f7a89,Monzo,Great debit card accepted everywhere including online. Cool little Savings jars options. App is very user-friendly and easy to navigate.,5,Positive,Positive,Positive,Positive,Positive
1e9a8363-ad15-455c-9e89-ff1c8b3b2486,Monzo,I do like Monzo but I'd like to see cashback offers from Sainsbury's/Tesco etc.,4,Positive,Positive,Positive,Positive,Positive
190bb63e-9682-4799-b974-407a185ddf30,Monzo,im trying to put my number in but it keeps saying something is wrong and wait a few minutes ive waited an hour and its still saying the same thing,1,Negative,Negative,Negative,Negative,Negative
4afaccb1-9b52-40e3-aeac-e1552b6bf1b3,Monzo,"Brilliant, greatest bank in the world. I had been with another bank who would not provide me with a overdraft due to negative equity many years ago...and I was seven pounds short (my fault) on a payment and they defaulted the payment. Monzo provided me with a overdraft, they also are able to provide your money a day earlier. Easy to use bank app. You can increase or reduce your monthly payments on your CREDIT CARD !!! Yes they have trusted me and I have paid on time...sometimes earlier.",5,Positive,Positive,Positive,Positive,Positive
09de7c94-e72b-49d7-a159-342d3bf35493,Monzo,bluuuuuuu,5,Positive,Neutral,Neutral,Positive,Positive
feaaa974-4766-4638-a566-a8132d2259d0,Monzo,"Useless. They claim it takes ""minutes""to open a business account. 4 days later it still says ""were processing your application"". No further info, no call, nothing. I went with Starling instead, applied in the morning and the account was opened within hours.",1,Negative,Negative,Negative,Negative,Negative
fa6c6a5f-d099-4861-a0e3-ecde0551c7b3,Monzo,Intriguing... we'll take a gander and make a decision.,5,Positive,Neutral,Positive,Positive,Positive
3ca1e099-c9b7-4f8b-a796-b023dda9d29b,Monzo,magical,5,Positive,Neutral,Positive,Positive,Positive
d32ad38e-8ea3-4a50-bda9-2c1c05b40ac6,Monzo,brilliant customer care by this digital bank..there ALWAYS there for you 👏,5,Positive,Positive,Positive,Positive,Positive
5b0f5e52-baa6-4a22-9f76-4742748cd48c,Monzo,"it was a great bank until you got stuck in a weard sitvacion then you realise this is worst bank i have ever seen ,one of my frend gave me some money when I got terminated from job I have to pay rent all the groceries and travel expenses they frozen my bank account without any explanation and the bank says they will work on it for 4 weeks it's been 4 working days till now , iam aboundand by the bank and surprisingly this beautiful gift they gave me on my birthday so I cannot use any thing",1,Negative,Positive,Negative,Negative,Negative
91ce730b-b764-47c2-9a31-681b868866c5,Monzo,Banking application,5,Positive,Neutral,Neutral,Positive,Positive
1687a3da-9c0c-429c-aaf1-89111d4abb91,Monzo,"Great bank, great app, love it.",5,Positive,Positive,Positive,Positive,Positive
616aa60c-61a0-4442-9d95-b6c4eafe37b6,Monzo,"easy to use, very handy to keep an eye on what and where you have spent",5,Positive,Positive,Positive,Positive,Positive
bfec1df8-0b6d-4dcb-9230-8d73e25ee17c,Monzo,Got an early access invitation!,3,Neutral,Neutral,Positive,Positive,Positive
86b7509c-cc43-4dd6-9e7e-5081c923f711,Monzo,"Very fast transactions, reliable service, and very efficient customer service. Easy bank interface without any stress or struggle",5,Positive,Positive,Positive,Positive,Positive
73e43689-f03b-45e9-bc97-06673e235acf,Monzo,A trusted friend in the end. Monzo is a fantastical way to spend and save money in the United Kingdom works well with Apple or Android phones and also on much of the public transport. If they allow for micro transactions cross border wise will definitely use it more. Very good job well done.,5,Positive,Positive,Positive,Positive,Positive
4422110b-6adc-4ed2-b1b7-6899a843757f,Monzo,lost my old phone had someone using it to pay for stuff without my knowledge 1 day found out later that day so contacted support told me they cant do anything and then said they were closing my account.,1,Negative,Positive,Negative,Negative,Negative
83565a50-75d6-47ff-92f2-d7e68506ebad,Monzo,best ever and get paid a day early say u get paid 12th march you would get it 11th march at 4.00pm,5,Positive,Positive,Positive,Positive,Positive
dec3b0e1-638a-4f93-a43b-5e24bc2c5c0b,Monzo,Great company,5,Positive,Positive,Positive,Positive,Positive
0ec129c5-93e4-40af-b32f-d1e4a5f4261f,Monzo,"Best Bank in the World , and their application is unbeatable ! Amaizing no better wirds for that , l dont think anyone can beat Monzo !!!",5,Positive,Positive,Positive,Positive,Positive
ef268296-4332-4055-a38d-2461f77c2cc0,Monzo,no online banking app away from phones. doesn't listen to what you ask and allows apps to take your money. avoid,1,Negative,Negative,Negative,Negative,Negative
b8321f98-51ae-4cd0-91dd-155c62f7cba8,Monzo,"absolutely useless application, 6 hours ago I tried to get help for access my account, I can't access the new PIN number because of rubbish camera access system, as soon as possible I going to close this account , and customer service they just kidding with us, I call customer service, while she's on the phone hear someone else Loughing behind her,, bollshit",1,Negative,Positive,Negative,Negative,Negative
4a65b7f7-786c-4b1a-80a8-45c7355fc9a1,Monzo,love this app,5,Positive,Positive,Positive,Positive,Positive
06bfdf0d-ece2-48de-9b6c-587e6b348aa5,Monzo,"Just had a tax rebate and Monzo did a very handy ""get your BACS"" transfer a day early routine, with animations and everything, cute. Like their transparency in general.",5,Positive,Positive,Positive,Positive,Positive
771bde5b-6a2c-4337-ad5a-204f4f742a1f,Monzo,"Way better than the 'normal,' bank accounts, clearer to navigate and more options, 5 ⭐⭐⭐⭐⭐",5,Positive,Positive,Positive,Positive,Positive
3d95b89d-98f6-4caa-9d4e-d162991bcd06,Monzo,worst banking experience ever...never ever do that.... they are not trusty they took my 30 pounds and instead of providing refund they closed my account its pathetic.. switch to any other service provide but NOT MONZO,1,Negative,Negative,Negative,Negative,Negative
742d0526-0d7b-48a8-a6f1-6f5654448659,Monzo,I love monzo. it's easy to use has loads of extra features and best of all I feel my banking is secure with Monzo,5,Positive,Positive,Positive,Positive,Positive
612a7548-dcb0-4258-87b3-32515797dfc7,Monzo,Originally 5 stars as Monzo was so refreshing. Unfortunately like Trading212 they just can't stop playing with the app. One of its cleanest easiest things to use for budgetting was Summary and they've binned it in favour of a over the top Trends feature which just does not work the same. Summary in 10secs let you set your spending amount for the month ahead (inc. custom Targets for things like shopping) then a lovely big circle appeared which changed colour and disappeared as you spent.,3,Neutral,Positive,Negative,Positive,Negative
d730ec07-b43b-49bb-842f-9663692647d0,Monzo,"MONZO IS THE BEST ONLINE BANK, THAT CAN EVEN PAY YOU A DAY EARLIER BEFORE YOUR SALARY.",5,Positive,Positive,Positive,Positive,Positive
f40a10eb-daa6-4426-9ec9-c98592cf7963,Monzo,Easy to use,4,Positive,Positive,Positive,Positive,Positive
8a743994-4edb-4332-a0f0-f490caa0f4ff,Monzo,no thamks,5,Positive,Negative,Neutral,Positive,Positive
2b4da429-a146-4e21-9364-7421823b7d3b,Monzo,Brilliant Bank can't recommend enough,5,Positive,Positive,Positive,Positive,Positive
47ff0b1c-48ed-4faa-9c13-83ad7de879bf,Monzo,"Great app overall, but it’d be awesome if you added a balance 🥽masking option for privacy. Also, when I upload a receipt, I can’t preview the photo in full screen, which makes it hard to check. Both feel like simple add‑ons, would love to see them in a future update. Device details -> Android 16 - OnePlus 15",4,Positive,Positive,Positive,Positive,Positive
fd377985-d9e0-4d28-a20f-48b406287fdd,Monzo,"I love the add notes options, I can know exactly what I'm spending my money on and not just where. I also love the 'pay early' and 'we're calling you' features",5,Positive,Positive,Positive,Positive,Positive
eea53a4e-48f7-4a05-b8e2-0c7dadf46472,Monzo,I've had a great experience with Monzo,5,Positive,Positive,Positive,Positive,Positive
5fdc8161-6ffe-47cc-a1bf-21badf70e46f,Monzo,get paid early on benefits 🤪,5,Positive,Positive,Positive,Positive,Positive
cf81f816-4739-407b-986a-1371a5ef17a1,Monzo,Love this bank and its app is also great too. Highly recommended. Thanks Monzo!,5,Positive,Positive,Positive,Positive,Positive
fe4d9562-c2d4-4ed7-a728-3bce3d54113a,Monzo,Brilliant,5,Positive,Positive,Positive,Positive,Positive
e227f42f-2010-4e9d-a816-4556fa2b1e6e,Monzo,Fantastic bank. Easy online facilities.,5,Positive,Positive,Positive,Positive,Positive
afd924ed-fa63-4d6f-8440-f35a26ad1298,Monzo,not good. facing an issue in open the account of monzo,5,Positive,Negative,Negative,Negative,Negative
12c6d5e7-59b3-4472-afbc-a2d75647e80f,Monzo,I'm loving it and it's really good to use it,5,Positive,Positive,Positive,Positive,Positive
c0e6fcef-cac9-4606-838e-c1ceff83f9dc,Monzo,entirely bot run now. nice. basic English comprehension too much to ask for from support.,1,Negative,Positive,Positive,Positive,Neutral
3f7602ad-aa0d-4002-8269-ba8d6c596a0e,Monzo,"A solid app and card combo, but the customer service is beyond awful! Contact them for any reason: get an automatic reply asking for a selfie and ID! Reply to this with the selfie and ID and I'm sure the next random idiot to receive your email will still ask for a selfie and ID! No-one in the customer SO-CALLED ""SERVICE"" seems to have a brain. In an age of AI and jobs out-sourced to India, these are red flags if you care about having professionals help you when in need.",3,Neutral,Positive,Negative,Negative,Negative
300bd6fc-271e-4884-b087-8475da8aecc1,Monzo,"I get rejected from opening an account immediately and they don't share why, I have multiple accounts with multiple banks. odd they refuse me without sharing the reason",1,Negative,Negative,Negative,Negative,Negative
20a56727-115e-4359-a70c-5e4ebea95094,Monzo,"Brilliant, no issues",5,Positive,Positive,Positive,Positive,Positive
83d1bfe2-53b4-4027-a7ca-638cf64e3ecd,Monzo,amazing bank,5,Positive,Positive,Positive,Positive,Positive
41c02791-1983-4d8f-9786-a312d70adb2b,Monzo,What a wonderfully helpful bank,5,Positive,Positive,Positive,Positive,Positive
0a9e330b-ae9b-4f6c-a167-17c4d0b93530,Monzo,Very good easy to use,5,Positive,Positive,Positive,Positive,Positive
8599d9a4-d648-4b9b-a3de-b51ab7cb9ec4,Monzo,good thank you very much 😊,5,Positive,Positive,Positive,Positive,Positive
c0e697df-b041-4831-9d1a-834e0c7a86c6,Monzo,Great bank. Highly recommended,5,Positive,Positive,Positive,Positive,Positive
8a6eceba-dfd9-4d11-a4b7-b7a9cd4ffd93,Monzo,I'm loving the bank at the moment,5,Positive,Positive,Positive,Positive,Positive
529080ca-3018-41f7-98b5-826f00da84fc,Monzo,very easy to use.excellent information. Hear from me soon,5,Positive,Positive,Positive,Positive,Positive
2c975f33-4c73-4310-93b0-819477cc8064,Monzo,you can get your payment early,5,Positive,Neutral,Neutral,Positive,Positive
f2452f33-a65b-439b-8bd9-0098fd305d48,Monzo,TeamMonzo well done. Brilliant jobs and hard work . Love ALWAYS BEST FOR All EACH workers Supporting all. PETR BAJGER,5,Positive,Positive,Positive,Positive,Positive
7bbb762b-da68-48d6-9b5d-132e49e7103d,Monzo,Allah Quackbad bank.,1,Negative,Neutral,Neutral,Positive,Positive
0ff5ff99-01ed-46ea-bcc5-79aa572c8fa7,Monzo,amazing,5,Positive,Positive,Positive,Positive,Positive
15d6db02-e680-481c-b878-39babab75ee9,Monzo,I used to use monzo as a spare account but once I got into using it it's the only account I use. it's really easy to use. love the different pots they're great way to budget or just spread your money.,5,Positive,Positive,Positive,Positive,Positive
71dc47c8-9791-433a-b28c-33be1b5f9fba,Monzo,best bank on planet earth. xxx,5,Positive,Positive,Positive,Positive,Positive
f302a558-c130-4ed8-a3a5-d744c309a1ba,Monzo,"it's become trashy to try to get an account statement. they said it's taken up the 5 days . but all these email chats are so useless. they only manage to say ""hello"". on the day 5 from their data team . slow and useless.",1,Negative,Negative,Negative,Negative,Negative
